RADICADO,FECHA,HORA,CLASE,DIRECCIÓN,BARRIO,COMUNA,Nº VICTIMA PEATON,Nº VICTIMA ACOMPANANTE,Nº VICTIMAPASAJERO,Nº VICTIMA CONDUCTOR,Nº VICTIMA HERIDO,Nº VICTIMA MUERTO
"19,013",01/17/2019 12:00:00 AM,7:30:00 AM,Choque,K 25 VEREDA LA PALMA,PAPELSA,Rural,0,0,5,1,6,0
"18,998",01/08/2019 12:00:00 AM,11:30:00 PM,Volcamiento,VIA BELLO DON MATIAS KM 32 + 00,ESMERALDA,Rural,0,0,11,0,11,0
"18,999",01/08/2019 12:00:00 AM,12:30:00 PM,Choque,BARBOSA CISNEROS K 12 + 600,HOSPITAL,Rural,0,0,0,1,1,0
"19,000",01/06/2019 12:00:00 AM,7:00:00 PM,Choque,VIA BARBOSA CISNEROS KM 8 + 300,ESMERALDA,Rural,0,0,0,0,0,0
"19,001",01/04/2019 12:00:00 AM,4:20:00 PM,Choque,KM 30 + 800 VIA DON MATIAS HATILLO,ESMERALDA,Rural,0,0,0,0,0,0
"19,002",01/05/2019 12:00:00 AM,4:30:00 PM,Choque,CISNEROS HATILLO KM 8 + 250,ESMERALDA,Rural,0,0,1,0,1,0
"19,003",01/15/2019 12:00:00 AM,8:00:00 PM,Volcamiento,VEREDA LA QUIEBRA,ESMERALDA,Rural,0,0,1,1,2,0
"19,004",01/15/2019 12:00:00 AM,12:15:00 PM,Atropello,carrera 21 calle 13 bomba terpel,ESMERALDA,Urbana,0,0,2,0,2,0
"19,005",01/14/2019 12:00:00 AM,11:30:00 AM,Volcamiento,VIA BARBOSA MEDELLIN  RUTA 62-05 VEREDA ISAZA,ESMERALDA,Rural,0,0,0,1,1,0
"19,006",01/15/2019 12:00:00 AM,3:40:00 PM,Volcamiento,VEREDA LA LOMITA # 1,ESMERALDA,Rural,0,0,1,1,2,0
"18,977",01/03/2019 12:00:00 AM,6:40:00 AM,Volcamiento,RUTA 62-05 K 4 + 200 M VEREDA CABILDO,ESMERALDA,Rural,0,0,0,1,1,0
"18,991",01/11/2019 12:00:00 AM,6:50:00 PM,Choque,K9+200 COLKIN,ESMERALDA,Rural,0,0,1,0,1,0
"18,992",01/11/2019 12:00:00 AM,7:00:00 AM,Volcamiento,VEREDA MATASANO K 5 + 100 METROS,ESMERALDA,Rural,0,1,0,0,1,0
"18,993",01/11/2019 12:00:00 AM,9:50:00 PM,Choque,CRA 15 # 9 - 18,ESMERALDA,Urbana,0,0,0,1,1,0
"18,994",01/12/2019 12:00:00 AM,8:00:00 AM,Volcamiento,VEREDA BUENOS AIRES PARTE ALTA,ESMERALDA,Rural,0,0,0,1,1,0
"18,995",01/07/2019 12:00:00 AM,10:05:00 AM,Caida Ocupante,VIA HATILLO CISNEROS KM + 500,ESMERALDA,Rural,0,0,1,1,2,0
"18,996",12/30/2018 12:00:00 AM,5:40:00 PM,Choque,HATILLO CISNEROS KM 11 + 200 BARBOSA,ESMERALDA,Rural,0,0,1,2,3,0
"18,997",01/01/2019 12:00:00 AM,7:00:00 PM,Choque,KM 9 + 00 VIA BARBOSA HATILLO,ESMERALDA,Rural,0,0,1,1,2,0
"18,978",01/07/2018 12:00:00 AM,11:10:00 AM,Atropello,ruta 62-05 km 10 +400,ESMERALDA,Urbana,1,0,0,1,2,0
"18,979",01/02/2019 12:00:00 AM,6:00:00 PM,Volcamiento,glorieta hatillo,ESMERALDA,Rural,0,1,0,0,1,0
"18,980",01/06/2019 12:00:00 AM,10:00:00 AM,Atropello,vereda la montañita,ESMERALDA,Rural,1,0,0,0,1,0
"18,981",01/11/2019 12:00:00 AM,9:30:00 AM,Choque,via hatillo cabildo km 37 + 200,ESMERALDA,Rural,0,0,1,1,2,0
"18,982",01/09/2019 12:00:00 AM,11:40:00 AM,Choque,RUTA 62 05 KM 1,ESMERALDA,Rural,0,0,1,0,1,0
"18,983",01/13/2019 12:00:00 AM,1:50:00 PM,Choque,CALLE 11 # 18-03 FRENTE A LA CAFETERIA LA CASCADA,ESMERALDA,Urbana,0,0,0,0,0,0
"18,984",01/03/2019 12:00:00 AM,3:00:00 PM,Volcamiento,"VEREDA LA CUESTA, ENRRIELADO CERCA VIA DE SANTO DOMINGO",ESMERALDA,Rural,0,0,1,0,1,0
"18,985",01/03/2019 12:00:00 AM,3:30:00 PM,Volcamiento,VEREDA VALLECITOS CERCA DEL MORRO DE LA VIRGEN,ESMERALDA,Rural,0,0,0,1,1,0
"18,986",01/02/2019 12:00:00 AM,2:20:00 PM,Choque,"via barbosa cisneros, km 10 + 900",ESMERALDA,Rural,0,0,0,0,0,0
"18,987",01/02/2019 12:00:00 AM,3:30:00 PM,Volcamiento,via hatillo barbosa cisneros km 10+00,ESMERALDA,Rural,0,0,1,1,2,0
"18,988",01/07/2019 12:00:00 AM,10:00:00 AM,Choque,km 3  +500 bello cisneros,ESMERALDA,Rural,0,0,0,2,2,0
"18,989",01/13/2019 12:00:00 AM,6:00:00 PM,Atropello,VEREDA PLATANITO,ESMERALDA,Rural,1,0,0,0,1,0
"18,990",01/14/2019 12:00:00 AM,12:22:00 PM,Volcamiento,BARRIO VILLA ROCA ENRRIELADO,ESMERALDA,Urbana,0,1,0,0,1,0
"18,969",12/27/2018 12:00:00 AM,6:30:00 AM,Choque,via hatillo matazano km 27 + 800,ESMERALDA,Rural,0,0,0,0,0,0
"18,970",12/30/2018 12:00:00 AM,6:15:00 PM,Choque,via hatillo cra 21 # 2-12,ESMERALDA,Urbana,0,1,2,2,5,0
"18,971",01/02/2019 12:00:00 AM,6:15:00 AM,Volcamiento,vereda la playa,ESMERALDA,Rural,0,0,1,1,2,0
"18,972",12/30/2018 12:00:00 AM,9:30:00 AM,Volcamiento,ruta 62-05 k 23+400 vereda pradera,ESMERALDA,Rural,0,1,0,1,2,0
"18,973",12/29/2018 12:00:00 AM,10:30:00 AM,Choque,carrera 11 # 17 15,ESMERALDA,Urbana,0,0,0,0,0,0
"18,974",01/03/2019 12:00:00 AM,7:30:00 AM,Caida Ocupante,vereda buenos aires km 6 + 100,ESMERALDA,Rural,0,0,0,1,1,0
"18,975",01/04/2019 12:00:00 AM,2:50:00 PM,Choque,via hatillo cabildo km 5 + 100,ESMERALDA,Rural,0,0,0,1,1,0
"18,968",01/02/2019 12:00:00 AM,12:00:00 AM,Volcamiento,KM 10 RETORNO KOKIN DOBLE CALZADA,PAPELSA,Rural,0,0,0,1,1,0
"18,976",01/07/2019 12:00:00 AM,5:30:00 PM,Volcamiento,VIA CONCEPCION BARBOSA ALTURA VEREDA POTRERITO,ESMERALDA,Rural,0,0,1,1,2,0
